"name_fielder","fld_name_display_club","season","position","pa","avg_norm_start_distance","avg_norm_start_angle"
"Stefanic, Michael","Angels",2022,"2B","553","152","6"
"Whitefield, Aaron","Angels",2022,"CF","64","320","1"
"Whitefield, Aaron","Angels",2022,"RF","28","289","26"
"Duffy, Matt","Angels",2022,"3B","1383","119","-30"
"Duffy, Matt","Angels",2022,"2B","277","154","5"
"Duffy, Matt","Angels",2022,"1B","492","109","33"
"Walsh, Jared","Angels",2022,"1B","4028","113","34"
"Walsh, Jared","Angels",2022,"LF","17","297","-25"
"Aguilar, Ryan","Angels",2022,"RF","130","285","26"
"Aguilar, Ryan","Angels",2022,"CF","30","320","1"
"Aguilar, Ryan","Angels",2022,"LF","72","289","-25"
"Moniak, Mickey","Angels",2022,"CF","197","320","0"
"Moniak, Mickey","Angels",2022,"LF","393","296","-26"
"Adell, Jo","Angels",2022,"RF","478","297","27"
"Adell, Jo","Angels",2022,"LF","1957","292","-26"
"Thomas, Dillon","Angels",2022,"RF","79","288","26"
"Thomas, Dillon","Angels",2022,"LF","65","292","-26"
"Lagares, Juan","Angels",2022,"RF","250","291","26"
"Lagares, Juan","Angels",2022,"CF","216","321","0"
"Lagares, Juan","Angels",2022,"LF","155","292","-25"
"Trout, Mike","Angels",2022,"CF","3930","321","0"
"MacKinnon, David","Angels",2022,"1B","194","113","33"
"MacKinnon, David","Angels",2022,"3B","147","118","-32"
"Marsh, Brandon","Angels",2022,"RF","69","289","26"
"Marsh, Brandon","Angels",2022,"LF","2516","291","-26"
"Marsh, Brandon","Angels",2022,"CF","478","319","0"
"Thaiss, Matt","Angels",2022,"1B","296","109","34"
"Thaiss, Matt","Angels",2022,"3B","19","123","-28"
"Velazquez, Andrew","Angels",2022,"SS","3810","144","-7"
"Rengifo, Luis","Angels",2022,"2B","2936","150","6"
"Rengifo, Luis","Angels",2022,"3B","1028","116","-30"
"Rengifo, Luis","Angels",2022,"RF","50","291","25"
"Rengifo, Luis","Angels",2022,"SS","423","145","-7"
"Sierra, Magneuris","Angels",2022,"RF","11","290","27"
"Sierra, Magneuris","Angels",2022,"LF","283","293","-26"
"Sierra, Magneuris","Angels",2022,"CF","737","320","0"
"Harrison, Monte","Angels",2022,"CF","27","321","0"
"Harrison, Monte","Angels",2022,"LF","131","294","-26"
"Villar, Jonathan","Angels",2022,"3B","469","113","-33"
"Wade, Tyler","Angels",2022,"2B","803","152","5"
"Wade, Tyler","Angels",2022,"CF","54","321","0"
"Wade, Tyler","Angels",2022,"LF","85","300","-27"
"Wade, Tyler","Angels",2022,"RF","142","289","26"
"Wade, Tyler","Angels",2022,"SS","376","142","-5"
"Wade, Tyler","Angels",2022,"3B","347","119","-34"
"Duggar, Steven","Angels",2022,"LF","185","288","-26"
"Duggar, Steven","Angels",2022,"CF","60","321","0"
"Rojas, Jose","Angels",2022,"LF","32","300","-25"
"Rojas, Jose","Angels",2022,"RF","180","292","26"
"Rojas, Jose","Angels",2022,"3B","304","116","-32"
"Soto, Livan","Angels",2022,"SS","556","148","-10"
"Soto, Livan","Angels",2022,"3B","23","122","-34"
"Gosselin, Phil","Angels",2022,"1B","87","116","36"
"Gosselin, Phil","Angels",2022,"3B","427","121","-31"
"Ford, Mike","Angels",2022,"1B","890","110","34"
"Mayfield, Jack","Angels",2022,"LF","57","299","-24"
"Mayfield, Jack","Angels",2022,"3B","230","122","-30"
"Mayfield, Jack","Angels",2022,"RF","103","289","26"
"Mayfield, Jack","Angels",2022,"2B","250","150","7"
"Ward, Taylor","Angels",2022,"CF","208","320","0"
"Ward, Taylor","Angels",2022,"RF","4477","290","26"
"Ward, Taylor","Angels",2022,"LF","48","295","-25"
"Rendon, Anthony","Angels",2022,"3B","1615","115","-30"
"Fletcher, David","Angels",2022,"SS","836","145","-10"
"Fletcher, David","Angels",2022,"2B","1182","153","10"
"Rivera, Emmanuel","D-backs",2022,"3B","1011","121","-30"
"Rivera, Emmanuel","D-backs",2022,"1B","107","111","32"
"Marte, Ketel","D-backs",2022,"2B","3393","149","10"
"Difo, Wilmer","D-backs",2022,"2B","36","145","8"
"Difo, Wilmer","D-backs",2022,"SS","44","143","-15"
"Hummel, Cooper","D-backs",2022,"LF","636","294","-26"
"Rojas, Josh","D-backs",2022,"2B","962","152","10"
"Rojas, Josh","D-backs",2022,"3B","3123","122","-32"
"Hager, Jake","D-backs",2022,"SS","108","147","-15"
"Hager, Jake","D-backs",2022,"2B","372","153","9"
"Hager, Jake","D-backs",2022,"3B","192","124","-32"
"Ellis, Drew","D-backs",2022,"3B","166","120","-30"
"Luplow, Jordan","D-backs",2022,"CF","131","318","1"
"Luplow, Jordan","D-backs",2022,"1B","16","106","34"
"Luplow, Jordan","D-backs",2022,"RF","947","289","27"
"Luplow, Jordan","D-backs",2022,"LF","648","294","-26"
"Thomas, Alek","D-backs",2022,"CF","3819","318","0"
"Garrett, Stone","D-backs",2022,"LF","436","300","-27"
"Peralta, David","D-backs",2022,"LF","2594","304","-27"
"Beer, Seth","D-backs",2022,"1B","150","103","33"
"Walker, Christian","D-backs",2022,"1B","5428","109","32"
"Smith, Pavin","D-backs",2022,"1B","343","110","34"
"Smith, Pavin","D-backs",2022,"RF","1375","297","27"
"Kennedy, Buddy","D-backs",2022,"3B","37","118","-26"
"Kennedy, Buddy","D-backs",2022,"2B","724","150","8"
"Varsho, Daulton","D-backs",2022,"RF","2263","293","27"
"Varsho, Daulton","D-backs",2022,"CF","1591","321","1"
"McCarthy, Jake","D-backs",2022,"LF","984","296","-28"
"McCarthy, Jake","D-backs",2022,"CF","365","322","0"
"McCarthy, Jake","D-backs",2022,"RF","1374","289","28"
"Hernández, Yonny","D-backs",2022,"2B","46","157","13"
"Hernández, Yonny","D-backs",2022,"3B","243","120","-30"
"Alcántara, Sergio","D-backs",2022,"2B","432","152","9"
"Alcántara, Sergio","D-backs",2022,"SS","447","147","-12"
"Alcántara, Sergio","D-backs",2022,"3B","1020","123","-33"
"Perdomo, Geraldo","D-backs",2022,"SS","4891","145","-13"
"Perdomo, Geraldo","D-backs",2022,"3B","186","117","-34"
"Perdomo, Geraldo","D-backs",2022,"2B","79","152","8"
"Ahmed, Nick","D-backs",2022,"SS","554","147","-14"
"Davidson, Matt","D-backs",2022,"3B","65","117","-24"
"Carroll, Corbin","D-backs",2022,"RF","80","292","27"
"Carroll, Corbin","D-backs",2022,"CF","138","323","0"
"Carroll, Corbin","D-backs",2022,"LF","746","297","-27"
"Bannon, Rylan","Orioles",2022,"3B","108","118","-30"
"Hays, Austin","Orioles",2022,"CF","126","319","0"
"Hays, Austin","Orioles",2022,"RF","1822","295","27"
"Hays, Austin","Orioles",2022,"LF","3117","302","-26"
"Mancini, Trey","Orioles",2022,"1B","1034","107","35"
"Mancini, Trey","Orioles",2022,"LF","106","303","-26"
"Mancini, Trey","Orioles",2022,"RF","332","295","27"
"Mountcastle, Ryan","Orioles",2022,"1B","4479","109","37"
"McKenna, Ryan","Orioles",2022,"RF","440","295","27"
"McKenna, Ryan","Orioles",2022,"CF","601","313","1"
"McKenna, Ryan","Orioles",2022,"LF","702","294","-26"
"Odor, Rougned","Orioles",2022,"2B","4301","155","13"
"Odor, Rougned","Orioles",2022,"3B","52","117","-34"
"Owings, Chris","Orioles",2022,"LF","32","298","-26"
"Owings, Chris","Orioles",2022,"3B","48","119","-35"
"Owings, Chris","Orioles",2022,"SS","268","146","-14"
"Owings, Chris","Orioles",2022,"2B","299","153","9"
"Aguilar, Jesús","Orioles",2022,"1B","215","111","34"
"Phillips, Brett","Orioles",2022,"RF","50","296","27"
"Phillips, Brett","Orioles",2022,"LF","99","295","-27"
"Santander, Anthony","Orioles",2022,"RF","2925","294","27"
"Santander, Anthony","Orioles",2022,"LF","1268","297","-26"
"Mullins, Cedric","Orioles",2022,"CF","5267","318","0"
"Stowers, Kyle","Orioles",2022,"RF","370","296","26"
"Stowers, Kyle","Orioles",2022,"LF","339","294","-25"
"Araúz, Jonathan","Orioles",2022,"3B","198","116","-30"
"Araúz, Jonathan","Orioles",2022,"2B","37","152","11"
"Araúz, Jonathan","Orioles",2022,"SS","35","149","-9"
"Gutiérrez, Kelvin","Orioles",2022,"3B","287","116","-31"
"Mateo, Jorge","Orioles",2022,"SS","5227","147","-13"
"Martin, Richie","Orioles",2022,"2B","249","150","12"
"Martin, Richie","Orioles",2022,"SS","74","146","-12"
"Vavra, Terrin","Orioles",2022,"LF","257","297","-25"
"Vavra, Terrin","Orioles",2022,"2B","373","150","12"
"Vavra, Terrin","Orioles",2022,"RF","23","293","28"
"Nevin, Tyler","Orioles",2022,"1B","266","109","34"
"Nevin, Tyler","Orioles",2022,"RF","26","298","27"
"Nevin, Tyler","Orioles",2022,"3B","1395","115","-30"
"Nevin, Tyler","Orioles",2022,"LF","74","295","-26"
"Urías, Ramón","Orioles",2022,"3B","3174","117","-32"
"Urías, Ramón","Orioles",2022,"2B","632","151","11"
"Urías, Ramón","Orioles",2022,"SS","180","147","-14"
"Henderson, Gunnar","Orioles",2022,"2B","103","148","12"
"Henderson, Gunnar","Orioles",2022,"SS","210","146","-13"
"Henderson, Gunnar","Orioles",2022,"3B","732","120","-32"
"Bogaerts, Xander","Red Sox",2022,"SS","5326","146","-10"
"Chang, Yu","Red Sox",2022,"1B","30","110","35"
"Chang, Yu","Red Sox",2022,"SS","143","146","-10"
"Chang, Yu","Red Sox",2022,"2B","103","153","14"
"Shaw, Travis","Red Sox",2022,"1B","113","108","35"
"Cordero, Franchy","Red Sox",2022,"LF","353","302","-28"
"Cordero, Franchy","Red Sox",2022,"CF","30","325","1"
"Cordero, Franchy","Red Sox",2022,"1B","1589","109","34"
"Cordero, Franchy","Red Sox",2022,"RF","498","295","29"
"Arroyo, Christian","Red Sox",2022,"RF","450","294","29"
"Arroyo, Christian","Red Sox",2022,"2B","1317","153","12"
"Arroyo, Christian","Red Sox",2022,"1B","222","110","36"
"Arroyo, Christian","Red Sox",2022,"SS","320","146","-10"
"Arroyo, Christian","Red Sox",2022,"3B","306","115","-28"
"Dalbec, Bobby","Red Sox",2022,"3B","618","118","-27"
"Dalbec, Bobby","Red Sox",2022,"SS","40","145","-14"
"Dalbec, Bobby","Red Sox",2022,"2B","25","156","14"
"Dalbec, Bobby","Red Sox",2022,"1B","2617","112","33"
"Pham, Tommy","Red Sox",2022,"LF","1795","299","-29"
"Duran, Jarren","Red Sox",2022,"RF","212","295","29"
"Duran, Jarren","Red Sox",2022,"CF","1831","325","0"
"Downs, Jeter","Red Sox",2022,"SS","41","147","-9"
"Downs, Jeter","Red Sox",2022,"3B","136","114","-31"
"Downs, Jeter","Red Sox",2022,"2B","271","152","13"
"Devers, Rafael","Red Sox",2022,"3B","5042","118","-30"
"Hosmer, Eric","Red Sox",2022,"1B","444","112","34"
"Hernández, Enrique","Red Sox",2022,"CF","2762","326","0"
"Hernández, Enrique","Red Sox",2022,"2B","386","155","13"
"Hernández, Enrique","Red Sox",2022,"SS","194","148","-10"
"Vázquez, Christian","Red Sox",2022,"1B","231","109","33"
"Araúz, Jonathan","Red Sox",2022,"2B","93","150","11"
"Araúz, Jonathan","Red Sox",2022,"SS","42","146","-7"
"Story, Trevor","Red Sox",2022,"2B","3404","152","12"
"Almonte, Abraham","Red Sox",2022,"LF","104","299","-28"
"Almonte, Abraham","Red Sox",2022,"CF","148","327","0"
"Almonte, Abraham","Red Sox",2022,"RF","35","296","28"
"Verdugo, Alex","Red Sox",2022,"RF","1851","290","28"
"Verdugo, Alex","Red Sox",2022,"LF","3691","299","-28"
"Refsnyder, Rob","Red Sox",2022,"LF","123","302","-28"
"Refsnyder, Rob","Red Sox",2022,"RF","717","291","28"
"Refsnyder, Rob","Red Sox",2022,"CF","508","329","0"
"Sánchez, Yolmer","Red Sox",2022,"2B","473","152","12"
"Davis, Jaylin","Red Sox",2022,"CF","84","323","1"
"Davis, Jaylin","Red Sox",2022,"LF","40","304","-28"
"Davis, Jaylin","Red Sox",2022,"RF","107","292","29"
"Casas, Triston","Red Sox",2022,"1B","860","107","34"
"Wong, Connor","Red Sox",2022,"2B","28","155","16"
"Bradley Jr., Jackie","Red Sox",2022,"RF","2236","291","28"
"Bradley Jr., Jackie","Red Sox",2022,"CF","743","326","0"
"Morel, Christopher","Cubs",2022,"CF","1937","322","0"
"Morel, Christopher","Cubs",2022,"3B","607","120","-29"
"Morel, Christopher","Cubs",2022,"SS","394","147","-10"
"Morel, Christopher","Cubs",2022,"LF","36","295","-29"
"Morel, Christopher","Cubs",2022,"2B","1017","150","10"
"Suzuki, Seiya","Cubs",2022,"RF","3738","291","27"
"Velázquez, Nelson","Cubs",2022,"CF","860","319","0"
"Velázquez, Nelson","Cubs",2022,"LF","319","295","-28"
"Velázquez, Nelson","Cubs",2022,"RF","704","294","26"
"Reyes, Franmil","Cubs",2022,"RF","17","302","27"
"Rivas III, Alfonso","Cubs",2022,"1B","2725","109","35"
"Rivas III, Alfonso","Cubs",2022,"LF","15","292","-25"
"Madrigal, Nick","Cubs",2022,"2B","2010","149","10"
"Quiroz, Esteban","Cubs",2022,"2B","373","151","11"
"McKinstry, Zach","Cubs",2022,"3B","617","119","-30"
"McKinstry, Zach","Cubs",2022,"SS","259","148","-10"
"McKinstry, Zach","Cubs",2022,"2B","662","153","11"
"Vargas, Ildemaro","Cubs",2022,"SS","217","144","-5"
"Vargas, Ildemaro","Cubs",2022,"2B","62","147","19"
"Simmons, Andrelton","Cubs",2022,"2B","458","150","6"
"Simmons, Andrelton","Cubs",2022,"SS","439","142","-1"
"Young, Jared","Cubs",2022,"RF","11","287","27"
"Young, Jared","Cubs",2022,"1B","65","106","36"
"Villar, Jonathan","Cubs",2022,"3B","421","115","-27"
"Villar, Jonathan","Cubs",2022,"SS","76","144","-6"
"Villar, Jonathan","Cubs",2022,"2B","1009","151","11"
"Heyward, Jason","Cubs",2022,"CF","762","314","2"
"Heyward, Jason","Cubs",2022,"RF","738","298","26"
"Hermosillo, Michael","Cubs",2022,"CF","717","323","1"
"Hermosillo, Michael","Cubs",2022,"RF","17","290","29"
"Higgins, P.J.","Cubs",2022,"3B","111","124","-21"
"Higgins, P.J.","Cubs",2022,"1B","1001","111","36"
"Ortega, Rafael","Cubs",2022,"CF","1701","322","0"
"Ortega, Rafael","Cubs",2022,"RF","529","293","27"
"Ortega, Rafael","Cubs",2022,"LF","294","298","-27"
"Bote, David","Cubs",2022,"1B","160","110","34"
"Bote, David","Cubs",2022,"3B","549","116","-31"
"Bote, David","Cubs",2022,"2B","485","150","10"
"Frazier, Clint","Cubs",2022,"RF","63","294","26"
"Frazier, Clint","Cubs",2022,"LF","105","296","-27"
"Schwindel, Frank","Cubs",2022,"1B","1616","106","36"
"Crook, Narciso","Cubs",2022,"CF","22","324","0"
"Crook, Narciso","Cubs",2022,"RF","52","302","27"
"Happ, Ian","Cubs",2022,"CF","47","324","1"
"Happ, Ian","Cubs",2022,"LF","5163","300","-28"
"Wisdom, Patrick","Cubs",2022,"CF","30","325","3"
"Wisdom, Patrick","Cubs",2022,"RF","202","297","26"
"Wisdom, Patrick","Cubs",2022,"1B","509","108","36"
"Wisdom, Patrick","Cubs",2022,"3B","3765","118","-29"
"Wisdom, Patrick","Cubs",2022,"LF","138","296","-27"
"Hoerner, Nico","Cubs",2022,"SS","4691","145","-4"
"Farmer, Kyle","Reds",2022,"1B","11","109","32"
"Farmer, Kyle","Reds",2022,"3B","1261","120","-30"
"Farmer, Kyle","Reds",2022,"SS","3672","146","-10"
"Siani, Michael","Reds",2022,"CF","289","321","0"
"Fairchild, Stuart","Reds",2022,"RF","80","295","28"
"Fairchild, Stuart","Reds",2022,"LF","571","293","-26"
"Fairchild, Stuart","Reds",2022,"CF","372","320","1"
"Votto, Joey","Reds",2022,"1B","2860","113","33"
"Senzel, Nick","Reds",2022,"CF","3672","322","0"
"Senzel, Nick","Reds",2022,"3B","52","121","-27"
"Pham, Tommy","Reds",2022,"LF","3135","294","-29"
"Steer, Spencer","Reds",2022,"3B","447","120","-28"
"Steer, Spencer","Reds",2022,"2B","154","150","9"
"Steer, Spencer","Reds",2022,"1B","310","110","34"
"Fraley, Jake","Reds",2022,"CF","266","316","0"
"Fraley, Jake","Reds",2022,"LF","803","294","-26"
"Fraley, Jake","Reds",2022,"RF","543","290","27"
"Friedl, TJ","Reds",2022,"LF","776","290","-26"
"Friedl, TJ","Reds",2022,"RF","434","289","27"
"Friedl, TJ","Reds",2022,"CF","804","318","0"
"Garcia, Aramis","Reds",2022,"1B","39","110","36"
"Naquin, Tyler","Reds",2022,"RF","1476","295","27"
"Solano, Donovan","Reds",2022,"3B","638","116","-28"
"Solano, Donovan","Reds",2022,"2B","203","151","12"
"Solano, Donovan","Reds",2022,"1B","893","112","33"
"Lopez, Alejo","Reds",2022,"LF","68","296","-28"
"Lopez, Alejo","Reds",2022,"RF","16","288","26"
"Lopez, Alejo","Reds",2022,"2B","911","150","12"
"Lopez, Alejo","Reds",2022,"3B","163","122","-30"
"Barrero, Jose","Reds",2022,"SS","1730","145","-11"
"Drury, Brandon","Reds",2022,"3B","2046","121","-26"
"Drury, Brandon","Reds",2022,"SS","23","150","-9"
"Drury, Brandon","Reds",2022,"2B","583","156","15"
"Drury, Brandon","Reds",2022,"1B","237","111","37"
"India, Jonathan","Reds",2022,"2B","3173","149","13"
"Moustakas, Mike","Reds",2022,"3B","788","119","-26"
"Moustakas, Mike","Reds",2022,"1B","771","114","35"
"Riddle, JT","Reds",2022,"3B","35","123","-33"
"Almora Jr., Albert","Reds",2022,"LF","529","295","-27"
"Almora Jr., Albert","Reds",2022,"CF","700","320","0"
"Almora Jr., Albert","Reds",2022,"RF","975","293","27"
"Moran, Colin","Reds",2022,"3B","378","121","-31"
"Moran, Colin","Reds",2022,"1B","761","117","35"
"Reynolds, Matt","Reds",2022,"2B","1075","152","14"
"Reynolds, Matt","Reds",2022,"LF","64","290","-27"
"Reynolds, Matt","Reds",2022,"RF","211","291","27"
"Reynolds, Matt","Reds",2022,"3B","298","121","-28"
"Reynolds, Matt","Reds",2022,"1B","273","111","33"
"Reynolds, Matt","Reds",2022,"SS","733","146","-12"
"Aquino, Aristides","Reds",2022,"RF","2362","291","27"
"Aquino, Aristides","Reds",2022,"CF","44","320","2"
"Aquino, Aristides","Reds",2022,"LF","174","294","-26"
"Schrock, Max","Reds",2022,"RF","58","296","27"
"Schrock, Max","Reds",2022,"LF","38","299","-26"
"Schrock, Max","Reds",2022,"2B","42","151","10"
"Motter, Taylor","Reds",2022,"3B","52","117","-26"
"Gonzalez, Oscar","Guardians",2022,"RF","2986","295","28"
"Jones, Nolan","Guardians",2022,"RF","695","295","28"
"Chang, Yu","Guardians",2022,"3B","11","127","-28"
"Chang, Yu","Guardians",2022,"2B","50","152","13"
"Chang, Yu","Guardians",2022,"1B","20","105","35"
"Reyes, Franmil","Guardians",2022,"RF","333","296","28"
"Reyes, Franmil","Guardians",2022,"LF","38","297","-26"
"Clement, Ernie","Guardians",2022,"3B","705","117","-31"
"Clement, Ernie","Guardians",2022,"1B","61","108","36"
"Clement, Ernie","Guardians",2022,"LF","317","302","-26"
"Clement, Ernie","Guardians",2022,"2B","391","152","13"
"Call, Alex","Guardians",2022,"CF","40","327","3"
"Call, Alex","Guardians",2022,"RF","78","297","28"
"Kwan, Steven","Guardians",2022,"CF","132","326","0"
"Kwan, Steven","Guardians",2022,"RF","649","295","28"
"Kwan, Steven","Guardians",2022,"LF","4128","297","-27"
"Freeman, Tyler","Guardians",2022,"3B","381","114","-29"
"Freeman, Tyler","Guardians",2022,"SS","276","146","-10"
"Freeman, Tyler","Guardians",2022,"2B","134","150","13"
"Benson, Will","Guardians",2022,"LF","133","303","-26"
"Benson, Will","Guardians",2022,"CF","303","322","1"
"Benson, Will","Guardians",2022,"RF","74","298","28"
"Giménez, Andrés","Guardians",2022,"SS","529","147","-12"
"Giménez, Andrés","Guardians",2022,"2B","4392","153","14"
"Ramírez, José","Guardians",2022,"3B","4553","122","-29"
"Arias, Gabriel","Guardians",2022,"3B","290","119","-27"
"Arias, Gabriel","Guardians",2022,"1B","35","114","36"
"Arias, Gabriel","Guardians",2022,"2B","116","154","13"
"Arias, Gabriel","Guardians",2022,"SS","73","144","-8"
"Bradley, Bobby","Guardians",2022,"1B","165","112","34"
"Straw, Myles","Guardians",2022,"CF","5358","317","1"
"Naylor, Josh","Guardians",2022,"1B","3041","109","35"
"Naylor, Josh","Guardians",2022,"RF","169","299","27"
"Rosario, Amed","Guardians",2022,"SS","5092","147","-11"
"Rosario, Amed","Guardians",2022,"LF","182","299","-27"
"Mercado, Óscar","Guardians",2022,"RF","867","293","28"
"Mercado, Óscar","Guardians",2022,"LF","305","298","-27"
"Mercado, Óscar","Guardians",2022,"CF","100","313","0"
"Miller, Owen","Guardians",2022,"1B","2648","111","36"
"Miller, Owen","Guardians",2022,"2B","875","152","12"
"Miller, Owen","Guardians",2022,"3B","30","119","-31"
"Brennan, Will","Guardians",2022,"LF","176","295","-27"
"Brennan, Will","Guardians",2022,"CF","37","315","0"
"Brennan, Will","Guardians",2022,"RF","119","292","27"
"Palacios, Richie","Guardians",2022,"2B","12","155","13"
"Palacios, Richie","Guardians",2022,"LF","684","300","-26"
"Tovar, Ezequiel","Rockies",2022,"SS","342","146","-13"
"Bernard, Wynton","Rockies",2022,"CF","375","323","-1"
"Bernard, Wynton","Rockies",2022,"LF","34","303","-29"
"Bernard, Wynton","Rockies",2022,"RF","22","290","30"
"Bryant, Kris","Rockies",2022,"LF","1080","294","-27"
"Grichuk, Randal","Rockies",2022,"RF","3225","294","28"
"Grichuk, Randal","Rockies",2022,"CF","1740","322","0"
"McMahon, Ryan","Rockies",2022,"2B","352","152","13"
"McMahon, Ryan","Rockies",2022,"3B","5149","120","-29"
"Rodgers, Brendan","Rockies",2022,"2B","5064","150","12"
"Cron, C.J.","Rockies",2022,"1B","4515","111","35"
"Trejo, Alan","Rockies",2022,"SS","693","148","-11"
"Trejo, Alan","Rockies",2022,"2B","468","149","12"
"Trejo, Alan","Rockies",2022,"3B","69","117","-31"
"Bouchard, Sean","Rockies",2022,"LF","952","298","-27"
"Hampson, Garrett","Rockies",2022,"CF","892","321","0"
"Hampson, Garrett","Rockies",2022,"2B","332","148","13"
"Hampson, Garrett","Rockies",2022,"3B","214","120","-31"
"Hampson, Garrett","Rockies",2022,"SS","915","148","-12"
"Iglesias, Jose","Rockies",2022,"SS","4266","145","-11"
"Hilliard, Sam","Rockies",2022,"RF","24","295","29"
"Hilliard, Sam","Rockies",2022,"LF","1636","299","-28"
"Hilliard, Sam","Rockies",2022,"CF","372","318","1"
"Blackmon, Charlie","Rockies",2022,"RF","1736","299","27"
"Joe, Connor","Rockies",2022,"1B","694","114","35"
"Joe, Connor","Rockies",2022,"LF","1670","298","-28"
"Joe, Connor","Rockies",2022,"RF","569","300","28"
"Toglia, Michael","Rockies",2022,"RF","636","296","28"
"Toglia, Michael","Rockies",2022,"1B","474","113","35"
"Daza, Yonathan","Rockies",2022,"LF","844","296","-29"
"Daza, Yonathan","Rockies",2022,"CF","2837","326","-1"
"Montero, Elehuris","Rockies",2022,"1B","523","113","36"
"Montero, Elehuris","Rockies",2022,"3B","784","115","-28"
"Carpenter, Kerry","Tigers",2022,"RF","266","293","27"
"Carpenter, Kerry","Tigers",2022,"LF","372","304","-26"
"Haase, Eric","Tigers",2022,"LF","197","305","-27"
"Kreidler, Ryan","Tigers",2022,"SS","383","143","-13"
"Kreidler, Ryan","Tigers",2022,"CF","11","323","0"
"Kreidler, Ryan","Tigers",2022,"3B","388","119","-31"
"Kreidler, Ryan","Tigers",2022,"2B","83","155","12"
"Grossman, Robbie","Tigers",2022,"LF","1520","305","-26"
"Grossman, Robbie","Tigers",2022,"RF","1146","295","27"
"Candelario, Jeimer","Tigers",2022,"3B","4110","117","-30"
"Baddoo, Akil","Tigers",2022,"LF","1751","299","-26"
"Baddoo, Akil","Tigers",2022,"CF","571","324","1"
"Reyes, Victor","Tigers",2022,"RF","2157","295","27"
"Reyes, Victor","Tigers",2022,"CF","214","327","2"
"Reyes, Victor","Tigers",2022,"LF","565","305","-26"
"Torkelson, Spencer","Tigers",2022,"1B","3939","109","34"
"Schoop, Jonathan","Tigers",2022,"2B","4659","152","11"
"Schoop, Jonathan","Tigers",2022,"1B","42","115","35"
"Cameron, Daz","Tigers",2022,"CF","239","323","1"
"Cameron, Daz","Tigers",2022,"RF","469","291","27"
"Short, Zack","Tigers",2022,"SS","65","147","-14"
"Short, Zack","Tigers",2022,"2B","62","154","10"
"Hill, Derek","Tigers",2022,"CF","963","325","1"
"Báez, Javier","Tigers",2022,"SS","4757","141","-12"
"Castro, Harold","Tigers",2022,"2B","504","149","11"
"Castro, Harold","Tigers",2022,"3B","906","119","-30"
"Castro, Harold","Tigers",2022,"LF","73","306","-26"
"Castro, Harold","Tigers",2022,"SS","504","144","-12"
"Castro, Harold","Tigers",2022,"1B","1744","106","35"
"Davis, Brendon","Tigers",2022,"RF","80","296","27"
"Davis, Brendon","Tigers",2022,"3B","39","115","-30"
"Clemens, Kody","Tigers",2022,"3B","426","120","-30"
"Clemens, Kody","Tigers",2022,"1B","305","113","36"
"Clemens, Kody","Tigers",2022,"2B","286","152","11"
"Clemens, Kody","Tigers",2022,"LF","175","302","-26"
"Meadows, Austin","Tigers",2022,"RF","596","297","28"
"Meadows, Austin","Tigers",2022,"LF","523","307","-25"
"Greene, Riley","Tigers",2022,"CF","3487","327","1"
"Castro, Willi","Tigers",2022,"2B","436","151","9"
"Castro, Willi","Tigers",2022,"RF","1316","291","27"
"Castro, Willi","Tigers",2022,"CF","542","329","1"
"Castro, Willi","Tigers",2022,"SS","321","145","-12"
"Castro, Willi","Tigers",2022,"LF","854","305","-25"
"Castro, Willi","Tigers",2022,"3B","151","117","-30"
"Gurriel, Yuli","Astros",2022,"1B","4932","114","35"
"Brantley, Michael","Astros",2022,"LF","1017","295","-27"
"Mancini, Trey","Astros",2022,"1B","332","109","36"
"Mancini, Trey","Astros",2022,"LF","551","295","-28"
"Mancini, Trey","Astros",2022,"RF","35","289","27"
"Siri, Jose","Astros",2022,"RF","105","291","28"
"Siri, Jose","Astros",2022,"CF","1284","321","0"
"Siri, Jose","Astros",2022,"LF","41","297","-28"
"Matijevic, J.J.","Astros",2022,"1B","233","113","36"
"Bregman, Alex","Astros",2022,"3B","5483","117","-28"
"Altuve, Jose","Astros",2022,"2B","4606","153","14"
"Peña, Jeremy","Astros",2022,"SS","4710","146","-8"
"Alvarez, Yordan","Astros",2022,"LF","1858","297","-28"
"Díaz, Aledmys","Astros",2022,"3B","274","118","-28"
"Díaz, Aledmys","Astros",2022,"2B","673","150","15"
"Díaz, Aledmys","Astros",2022,"1B","188","109","37"
"Díaz, Aledmys","Astros",2022,"SS","557","146","-8"
"Díaz, Aledmys","Astros",2022,"RF","12","289","26"
"Díaz, Aledmys","Astros",2022,"LF","766","299","-29"
"Meyers, Jake","Astros",2022,"CF","1616","321","0"
"Hensley, David","Astros",2022,"SS","76","146","-8"
"Hensley, David","Astros",2022,"2B","47","146","17"
"Hensley, David","Astros",2022,"3B","44","123","-27"
"Hensley, David","Astros",2022,"LF","12","299","-26"
"Tucker, Kyle","Astros",2022,"RF","5175","293","27"
"Perez, Joe","Astros",2022,"3B","12","133","-24"
"McCormick, Chas","Astros",2022,"CF","1851","318","-1"
"McCormick, Chas","Astros",2022,"LF","1364","299","-28"
"McCormick, Chas","Astros",2022,"RF","438","298","26"
"Dubón, Mauricio","Astros",2022,"CF","1062","316","0"
"Dubón, Mauricio","Astros",2022,"LF","201","298","-28"
"Dubón, Mauricio","Astros",2022,"SS","470","146","-9"
"Dubón, Mauricio","Astros",2022,"2B","238","155","14"
