"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Webb, Logan","657277","2024","702","513",0.252,0.27,-0.018000000000000016,0.339,0.406,-0.067,0.278,0.315,-0.03699999999999998,"3.13","4.08","-0.953"
"Lugo, Seth","607625","2024","676","483",0.224,0.249,-0.024999999999999994,0.351,0.41,-0.059,0.277,0.311,-0.033999999999999975,"3.02","3.96","-0.936"
"Nola, Aaron","605400","2024","651","460",0.243,0.254,-0.01100000000000001,0.417,0.401,0.01599999999999996,0.307,0.309,-0.0020000000000000018,"3.45","3.91","-0.464"
"Berríos, José","621244","2024","645","462",0.237,0.271,-0.03400000000000003,0.412,0.458,-0.04600000000000004,0.313,0.344,-0.030999999999999972,"3.79","4.96","-1.169"
"Gilbert, Logan","669302","2024","639","443",0.2,0.231,-0.031,0.347,0.38,-0.03300000000000003,0.255,0.282,-0.02699999999999997,"3.21","3.22","-0.015"
"Houck, Tanner","656557","2024","638","450",0.234,0.258,-0.023999999999999994,0.321,0.39,-0.069,0.275,0.311,-0.035999999999999976,"3.01","3.96","-0.953"
"Anderson, Tyler","542881","2024","637","455",0.226,0.244,-0.017999999999999988,0.387,0.417,-0.02999999999999997,0.301,0.319,-0.018000000000000016,"3.46","4.19","-0.727"
"Castillo, Luis","622491","2024","631","429",0.237,0.247,-0.010000000000000009,0.396,0.406,-0.010000000000000009,0.299,0.308,-0.009000000000000008,"3.51","3.88","-0.366"
"Keller, Mitch","656605","2024","629","441",0.246,0.241,0.0050000000000000044,0.412,0.397,0.014999999999999958,0.312,0.309,0.0030000000000000027,"3.76","3.91","-0.148"
"Ragans, Cole","666142","2024","625","389",0.22,0.227,-0.007000000000000006,0.352,0.359,-0.007000000000000006,0.281,0.288,-0.006999999999999951,"3.31","3.36","-0.051"
"Burnes, Corbin","669203","2024","624","440",0.227,0.23,-0.0030000000000000027,0.357,0.37,-0.013000000000000012,0.277,0.283,-0.00599999999999995,"3.10","3.24","-0.136"
"Kirby, George","669923","2024","617","445",0.245,0.24,0.0050000000000000044,0.391,0.41,-0.01899999999999996,0.286,0.292,-0.006000000000000005,"3.40","3.46","-0.055"
"Wheeler, Zack","554430","2024","614","393",0.195,0.204,-0.00899999999999998,0.34,0.347,-0.006999999999999951,0.265,0.272,-0.007000000000000006,"2.73","2.98","-0.245"
"Skubal, Tarik","669373","2024","614","388",0.197,0.211,-0.013999999999999985,0.315,0.34,-0.025000000000000022,0.249,0.265,-0.016000000000000014,"2.49","2.83","-0.339"
"Irvin, Jake","663623","2024","613","448",0.241,0.253,-0.01200000000000001,0.428,0.444,-0.016000000000000014,0.308,0.319,-0.01100000000000001,"3.81","4.19","-0.375"
"Pfaadt, Brandon","694297","2024","613","439",0.246,0.245,0.0010000000000000009,0.399,0.39,0.009000000000000008,0.296,0.294,0.0020000000000000018,"4.08","3.51","0.57"
"Gausman, Kevin","592332","2024","611","434",0.249,0.263,-0.014000000000000012,0.426,0.478,-0.05199999999999999,0.316,0.344,-0.02799999999999997,"4.24","4.96","-0.72"
"Bassitt, Chris","605135","2024","608","409",0.27,0.257,0.013000000000000012,0.398,0.407,-0.008999999999999952,0.329,0.326,0.0030000000000000027,"4.34","4.40","-0.062"
"Cortes, Nestor","641482","2024","606","436",0.25,0.239,0.01100000000000001,0.427,0.409,0.018000000000000016,0.308,0.297,0.01100000000000001,"4.00","3.59","0.414"
"Waldron, Matt","663362","2024","603","423",0.25,0.246,0.0040000000000000036,0.414,0.405,0.008999999999999952,0.315,0.312,0.0030000000000000027,"4.79","3.99","0.804"
"Corbin, Patrick","571578","2024","598","452",0.311,0.309,0.0020000000000000018,0.505,0.493,0.01200000000000001,0.369,0.37,-0.0010000000000000009,"5.92","5.88","0.039"
"Severino, Luis","622663","2024","598","421",0.238,0.242,-0.0040000000000000036,0.375,0.38,-0.0050000000000000044,0.304,0.307,-0.0030000000000000027,"3.91","3.85","0.061"
"Fedde, Erick","607200","2024","593","426",0.233,0.247,-0.013999999999999985,0.386,0.411,-0.024999999999999967,0.295,0.311,-0.016000000000000014,"3.39","3.96","-0.569"
"Singer, Brady","663903","2024","592","407",0.245,0.264,-0.019000000000000017,0.386,0.428,-0.04199999999999998,0.305,0.328,-0.02300000000000002,"3.18","4.46","-1.284"
"Cease, Dylan","656302","2024","591","351",0.193,0.206,-0.012999999999999984,0.34,0.371,-0.030999999999999972,0.266,0.285,-0.01899999999999996,"3.46","3.29","0.168"
"Kikuchi, Yusei","579328","2024","588","388",0.26,0.253,0.007000000000000006,0.414,0.421,-0.007000000000000006,0.314,0.314,0,"4.37","4.05","0.32"
"Abbott, Andrew","671096","2024","586","418",0.24,0.238,0.0020000000000000018,0.439,0.413,0.026000000000000023,0.323,0.314,0.009000000000000008,"3.72","4.05","-0.333"
"King, Michael","650633","2024","585","364",0.22,0.226,-0.006000000000000005,0.347,0.363,-0.016000000000000014,0.283,0.291,-0.008000000000000007,"3.18","3.44","-0.256"
"Sears, JP","676664","2024","584","423",0.246,0.24,0.006000000000000005,0.422,0.43,-0.008000000000000007,0.316,0.317,-0.0010000000000000009,"4.15","4.13","0.019"
"López, Pablo","641154","2024","584","392",0.245,0.235,0.010000000000000009,0.414,0.395,0.01899999999999996,0.306,0.296,0.010000000000000009,"4.47","3.56","0.908"
"Greene, Hunter","668881","2024","583","349",0.185,0.189,-0.0040000000000000036,0.3,0.305,-0.0050000000000000044,0.265,0.271,-0.006000000000000005,"2.83","2.96","-0.134"
"Crawford, Kutter","676710","2024","583","407",0.222,0.231,-0.009000000000000008,0.425,0.44,-0.015000000000000013,0.303,0.313,-0.010000000000000009,"4.25","4.02","0.226"
"Sánchez, Cristopher","650911","2024","580","438",0.262,0.27,-0.008000000000000007,0.341,0.368,-0.02699999999999997,0.285,0.299,-0.014000000000000012,"3.46","3.64","-0.177"
"Canning, Griffin","656288","2024","579","429",0.273,0.27,0.0030000000000000027,0.469,0.458,0.010999999999999954,0.347,0.343,0.003999999999999948,"5.41","4.93","0.484"
"Quintana, Jose","500779","2024","578","409",0.247,0.268,-0.02100000000000002,0.438,0.438,0,0.332,0.344,-0.011999999999999955,"4.57","4.96","-0.393"
"Mikolas, Miles","571945","2024","578","456",0.286,0.277,0.008999999999999952,0.485,0.456,0.02899999999999997,0.34,0.328,0.01200000000000001,"5.41","4.46","0.953"
"Gibson, Kyle","502043","2024","576","395",0.259,0.273,-0.014000000000000012,0.424,0.443,-0.019000000000000017,0.327,0.346,-0.01899999999999996,"4.22","5.03","-0.805"
"Peralta, Freddy","642547","2024","574","353",0.226,0.228,-0.0020000000000000018,0.392,0.387,0.0050000000000000044,0.306,0.307,-0.0010000000000000009,"4.00","3.85","0.148"
"Rodón, Carlos","607074","2024","573","372",0.239,0.231,0.00799999999999998,0.448,0.435,0.013000000000000012,0.327,0.32,0.007000000000000006,"4.34","4.22","0.124"
"Gore, MacKenzie","669022","2024","571","373",0.287,0.271,0.01599999999999996,0.424,0.405,0.01899999999999996,0.345,0.334,0.010999999999999954,"4.66","4.64","0.015"
"Brown, Hunter","686613","2024","568","368",0.254,0.229,0.024999999999999994,0.38,0.343,0.03699999999999998,0.312,0.289,0.02300000000000002,"3.82","3.39","0.429"
"Manaea, Sean","640455","2024","568","371",0.213,0.235,-0.021999999999999992,0.344,0.394,-0.050000000000000044,0.284,0.312,-0.028000000000000025,"3.48","3.99","-0.508"
"Miller, Bryce","682243","2024","567","399",0.213,0.237,-0.023999999999999994,0.362,0.43,-0.068,0.272,0.307,-0.034999999999999976,"3.32","3.85","-0.53"
"Eflin, Zach","621107","2024","562","432",0.257,0.241,0.016000000000000014,0.409,0.392,0.01699999999999996,0.296,0.284,0.01200000000000001,"3.72","3.27","0.454"
"Rea, Colin","607067","2024","562","411",0.232,0.271,-0.03900000000000001,0.402,0.457,-0.05499999999999999,0.301,0.339,-0.038000000000000034,"3.52","4.80","-1.275"
"Rogers, Trevor","669432","2024","562","405",0.285,0.277,0.007999999999999952,0.458,0.445,0.013000000000000012,0.35,0.349,0.0010000000000000009,"4.92","5.13","-0.208"
"Heaney, Andrew","571760","2024","557","382",0.244,0.245,-0.0010000000000000009,0.402,0.43,-0.02799999999999997,0.306,0.319,-0.013000000000000012,"4.04","4.19","-0.154"
"Sale, Chris","519242","2024","556","331",0.21,0.208,0.0020000000000000018,0.311,0.31,0.0010000000000000009,0.255,0.255,0,"2.62","2.62","0.003"
"Blanco, Ronel","669854","2024","555","361",0.185,0.229,-0.04400000000000001,0.356,0.403,-0.04700000000000004,0.274,0.312,-0.03799999999999998,"3.14","3.99","-0.852"
"Gomber, Austin","596295","2024","553","427",0.264,0.278,-0.014000000000000012,0.48,0.488,-0.008000000000000007,0.336,0.345,-0.008999999999999952,"4.64","5.00","-0.364"
"Quantrill, Cal","615698","2024","551","393",0.267,0.272,-0.0050000000000000044,0.451,0.426,0.025000000000000022,0.348,0.342,0.00599999999999995,"4.59","4.90","-0.306"
"Ober, Bailey","641927","2024","551","368",0.204,0.219,-0.015000000000000013,0.377,0.383,-0.006000000000000005,0.275,0.287,-0.011999999999999955,"3.54","3.34","0.196"
"Littell, Zack","641793","2024","551","403",0.278,0.268,0.010000000000000009,0.446,0.449,-0.0030000000000000027,0.331,0.327,0.0040000000000000036,"3.89","4.43","-0.543"
"Valdez, Framber","664285","2024","550","371",0.23,0.237,-0.0069999999999999785,0.337,0.353,-0.01599999999999996,0.28,0.292,-0.011999999999999955,"3.20","3.46","-0.257"
"Gray, Sonny","543243","2024","550","345",0.23,0.242,-0.011999999999999983,0.403,0.412,-0.008999999999999952,0.295,0.305,-0.010000000000000009,"3.91","3.80","0.114"
"Stroman, Marcus","573186","2024","547","393",0.253,0.261,-0.008000000000000007,0.427,0.437,-0.010000000000000009,0.334,0.341,-0.007000000000000006,"3.82","4.86","-1.043"
"Flexen, Chris","623167","2024","541","403",0.279,0.265,0.014000000000000012,0.478,0.456,0.021999999999999964,0.355,0.344,0.01100000000000001,"5.46","4.96","0.499"
"Imanaga, Shota","684007","2024","541","381",0.238,0.24,-0.0020000000000000018,0.393,0.403,-0.010000000000000009,0.287,0.291,-0.0040000000000000036,"3.10","3.44","-0.335"
"Bello, Brayan","678394","2024","540","365",0.263,0.261,0.0020000000000000018,0.434,0.42,0.014000000000000012,0.336,0.333,0.0030000000000000027,"4.80","4.61","0.193"
"Civale, Aaron","650644","2024","540","378",0.264,0.252,0.01200000000000001,0.455,0.407,0.04800000000000004,0.338,0.315,0.02300000000000002,"4.78","4.08","0.697"
"Ryan, Joe","657746","2024","538","363",0.217,0.212,0.0050000000000000044,0.4,0.364,0.03600000000000003,0.282,0.268,0.013999999999999957,"3.60","2.90","0.7"
"Bibee, Tanner","676440","2024","536","355",0.225,0.237,-0.011999999999999983,0.398,0.399,-0.0010000000000000009,0.291,0.298,-0.007000000000000006,"3.33","3.61","-0.278"
"Stone, Gavin","694813","2024","533","392",0.253,0.26,-0.007000000000000006,0.399,0.403,-0.0040000000000000036,0.305,0.31,-0.0050000000000000044,"3.44","3.94","-0.504"
"Fried, Max","608331","2024","533","363",0.232,0.25,-0.017999999999999988,0.311,0.363,-0.05199999999999999,0.276,0.302,-0.025999999999999968,"3.57","3.72","-0.153"
"Feltner, Ryan","663372","2024","532","381",0.277,0.26,0.017000000000000015,0.44,0.428,0.01200000000000001,0.336,0.325,0.01100000000000001,"5.00","4.37","0.633"
"Morton, Charlie","450203","2024","531","342",0.247,0.247,0,0.432,0.427,0.0050000000000000044,0.334,0.333,0.0010000000000000009,"4.29","4.61","-0.324"
"Crochet, Garrett","676979","2024","526","310",0.219,0.205,0.014000000000000012,0.367,0.342,0.024999999999999967,0.279,0.264,0.015000000000000013,"3.64","2.81","0.827"
"Taillon, Jameson","592791","2024","525","397",0.256,0.252,0.0040000000000000036,0.412,0.417,-0.0050000000000000044,0.304,0.305,-0.0010000000000000009,"3.77","3.80","-0.034"
"Gil, Luis","661563","2024","524","306",0.185,0.203,-0.018000000000000016,0.325,0.346,-0.020999999999999963,0.282,0.297,-0.015000000000000013,"3.39","3.59","-0.197"
"Nelson, Ryne","669194","2024","523","388",0.271,0.267,0.0040000000000000036,0.444,0.411,0.03300000000000003,0.325,0.313,0.01200000000000001,"4.36","4.02","0.335"
"Glasnow, Tyler","607192","2024","522","317",0.19,0.197,-0.007000000000000006,0.347,0.331,0.01599999999999996,0.258,0.255,0.0030000000000000027,"3.49","2.62","0.873"
"Wacha, Michael","608379","2024","522","372",0.243,0.26,-0.017000000000000015,0.391,0.426,-0.034999999999999976,0.301,0.321,-0.020000000000000018,"3.33","4.25","-0.919"
"Parker, Mitchell","680730","2024","515","378",0.253,0.26,-0.007000000000000006,0.411,0.45,-0.039000000000000035,0.308,0.326,-0.018000000000000016,"4.25","4.40","-0.145"
"Eovaldi, Nathan","543135","2024","515","357",0.229,0.256,-0.026999999999999996,0.384,0.4,-0.016000000000000014,0.289,0.312,-0.02300000000000002,"3.76","3.99","-0.234"
"Flaherty, Jack","656427","2024","512","322",0.219,0.229,-0.010000000000000009,0.381,0.376,0.0050000000000000044,0.279,0.282,-0.002999999999999947,"3.00","3.22","-0.22"
"Lorenzen, Michael","547179","2024","512","358",0.221,0.248,-0.026999999999999996,0.383,0.424,-0.04099999999999998,0.309,0.335,-0.026000000000000023,"3.48","4.67","-1.195"
"Montas, Frankie","593423","2024","501","348",0.248,0.256,-0.008000000000000007,0.412,0.426,-0.014000000000000012,0.324,0.333,-0.009000000000000008,"4.57","4.61","-0.044"
"Harrison, Kyle","690986","2024","495","342",0.257,0.259,-0.0020000000000000018,0.422,0.44,-0.018000000000000016,0.323,0.338,-0.015000000000000013,"4.00","4.77","-0.77"
"Lively, Ben","594902","2024","492","350",0.235,0.238,-0.0030000000000000027,0.432,0.412,0.020000000000000018,0.318,0.312,0.006000000000000005,"3.67","3.99","-0.315"
"Spence, Mitch","687765","2024","491","356",0.264,0.244,0.020000000000000018,0.441,0.404,0.03699999999999998,0.329,0.307,0.02200000000000002,"4.67","3.85","0.819"
"Rodriguez, Grayson","680570","2024","491","320",0.243,0.236,0.007000000000000006,0.405,0.4,0.0050000000000000044,0.31,0.304,0.006000000000000005,"3.86","3.77","0.087"
"Assad, Javier","665871","2024","490","335",0.244,0.254,-0.010000000000000009,0.393,0.414,-0.020999999999999963,0.317,0.33,-0.013000000000000012,"3.11","4.52","-1.414"
"Arrighetti, Spencer","681293","2024","488","296",0.255,0.225,0.03,0.432,0.389,0.04299999999999998,0.339,0.311,0.028000000000000025,"5.21","3.96","1.245"
"Suárez, Ranger","624133","2024","481","332",0.224,0.241,-0.016999999999999987,0.34,0.352,-0.011999999999999955,0.271,0.283,-0.011999999999999955,"2.87","3.24","-0.374"
"Steele, Justin","657006","2024","480","329",0.217,0.22,-0.0030000000000000027,0.332,0.323,0.009000000000000008,0.269,0.268,0.0010000000000000009,"3.10","2.90","0.203"
"Lodolo, Nick","666157","2024","472","309",0.235,0.235,0,0.387,0.374,0.013000000000000012,0.311,0.305,0.006000000000000005,"4.55","3.80","0.754"
"Soriano, José","667755","2024","468","316",0.224,0.244,-0.01999999999999999,0.329,0.375,-0.045999999999999985,0.287,0.316,-0.029000000000000026,"3.42","4.10","-0.675"
"Hicks, Jordan","663855","2024","467","320",0.26,0.263,-0.0030000000000000027,0.403,0.432,-0.02899999999999997,0.329,0.341,-0.01200000000000001,"3.85","4.86","-1.015"
"Lynn, Lance","458681","2024","467","325",0.249,0.264,-0.015000000000000013,0.408,0.46,-0.052000000000000046,0.318,0.342,-0.02400000000000002,"4.06","4.90","-0.837"
"Woods Richardson, Simeon","680573","2024","467","330",0.228,0.241,-0.012999999999999984,0.361,0.41,-0.04899999999999999,0.285,0.311,-0.026000000000000023,"3.69","3.96","-0.275"
"Gallen, Zac","668678","2024","466","324",0.254,0.26,-0.006000000000000005,0.393,0.401,-0.008000000000000007,0.311,0.317,-0.006000000000000005,"3.85","4.13","-0.285"
"Pérez, Martín","527048","2024","464","338",0.291,0.283,0.008000000000000007,0.479,0.483,-0.0040000000000000036,0.359,0.357,0.0020000000000000018,"4.67","5.41","-0.74"
"López, Reynaldo","625643","2024","447","296",0.232,0.258,-0.025999999999999995,0.342,0.412,-0.06999999999999995,0.281,0.322,-0.04099999999999998,"2.05","4.28","-2.228"
"Carrasco, Carlos","471911","2024","447","320",0.276,0.261,0.015000000000000013,0.505,0.441,0.064,0.36,0.334,0.025999999999999968,"5.64","4.64","1.003"
"Falter, Bailey","663559","2024","439","333",0.257,0.276,-0.019000000000000017,0.406,0.465,-0.059,0.31,0.343,-0.03300000000000003,"4.03","4.93","-0.905"
"Paxton, James","572020","2024","437","313",0.251,0.257,-0.006000000000000005,0.404,0.413,-0.008999999999999952,0.324,0.337,-0.013000000000000012,"4.39","4.74","-0.345"
"Irvin, Cole","608344","2024","436","340",0.29,0.296,-0.006000000000000005,0.486,0.523,-0.03700000000000003,0.35,0.366,-0.016000000000000014,"4.82","5.73","-0.912"
"Pivetta, Nick","601713","2024","433","280",0.237,0.233,0.003999999999999976,0.466,0.446,0.020000000000000018,0.318,0.31,0.008000000000000007,"4.70","3.94","0.759"
"Montgomery, Jordan","656756","2024","432","327",0.315,0.291,0.02400000000000002,0.508,0.46,0.04799999999999999,0.377,0.352,0.025000000000000022,"6.44","5.23","1.212"
"Marsh, Alec","679525","2024","425","295",0.247,0.272,-0.025000000000000022,0.422,0.47,-0.04799999999999999,0.317,0.346,-0.02899999999999997,"4.71","5.03","-0.323"
"Olson, Reese","681857","2024","425","299",0.236,0.245,-0.009000000000000008,0.348,0.36,-0.01200000000000001,0.282,0.294,-0.01200000000000001,"3.23","3.51","-0.277"
"Myers, Tobias","668964","2024","421","299",0.236,0.252,-0.016000000000000014,0.374,0.42,-0.045999999999999985,0.293,0.316,-0.02300000000000002,"2.87","4.10","-1.226"
"Bradley, Taj","671737","2024","417","265",0.218,0.224,-0.006000000000000005,0.382,0.418,-0.035999999999999976,0.292,0.312,-0.020000000000000018,"3.55","3.99","-0.437"
"Hendricks, Kyle","543294","2024","415","318",0.289,0.283,0.006000000000000005,0.47,0.441,0.02899999999999997,0.348,0.34,0.007999999999999952,"6.35","4.83","1.523"
"Kremer, Dean","665152","2024","415","281",0.219,0.248,-0.028999999999999998,0.383,0.457,-0.07400000000000001,0.298,0.343,-0.04500000000000004,"4.30","4.93","-0.632"
"Martinez, Nick","607259","2024","415","315",0.25,0.247,0.0030000000000000027,0.406,0.371,0.03500000000000003,0.295,0.282,0.013000000000000012,"3.64","3.22","0.421"
"Ortiz, Luis L.","682847","2024","415","300",0.225,0.239,-0.013999999999999985,0.382,0.432,-0.04999999999999999,0.291,0.319,-0.028000000000000025,"3.56","4.19","-0.626"
"Wilson, Bryse","669060","2024","415","302",0.248,0.28,-0.03200000000000003,0.441,0.486,-0.044999999999999984,0.325,0.355,-0.02999999999999997,"4.20","5.34","-1.144"
"Suárez, Albert","544150","2024","409","295",0.249,0.248,0.0010000000000000009,0.373,0.402,-0.029000000000000026,0.301,0.311,-0.010000000000000009,"3.18","3.96","-0.784"
"Allen, Logan","671106","2024","407","288",0.289,0.275,0.013999999999999957,0.537,0.497,0.040000000000000036,0.382,0.363,0.019000000000000017,"5.56","5.62","-0.064"
"Gray, Jon","592351","2024","404","300",0.257,0.279,-0.02200000000000002,0.382,0.44,-0.057999999999999996,0.296,0.328,-0.03200000000000003,"3.75","4.46","-0.71"
"Hudson, Dakota","641712","2024","404","300",0.286,0.292,-0.006000000000000005,0.436,0.457,-0.02100000000000002,0.36,0.372,-0.01200000000000001,"6.17","5.96","0.209"
"Pepiot, Ryan","686752","2024","397","255",0.199,0.222,-0.022999999999999993,0.342,0.383,-0.04099999999999998,0.273,0.298,-0.024999999999999967,"3.65","3.61","0.039"
"Estes, Joey","683155","2024","395","296",0.242,0.246,-0.0040000000000000036,0.449,0.462,-0.013000000000000012,0.317,0.325,-0.008000000000000007,"4.44","4.37","0.067"
"Ureña, José","570632","2024","394","297",0.255,0.26,-0.0050000000000000044,0.408,0.42,-0.01200000000000001,0.317,0.324,-0.007000000000000006,"3.97","4.34","-0.372"
"Maeda, Kenta","628317","2024","389","289",0.284,0.265,0.01899999999999996,0.503,0.443,0.06,0.356,0.33,0.025999999999999968,"6.18","4.52","1.657"
"Paddack, Chris","663978","2024","384","283",0.283,0.275,0.007999999999999952,0.444,0.474,-0.02999999999999997,0.332,0.339,-0.007000000000000006,"4.99","4.80","0.192"
"Skenes, Paul","694973","2024","381","231",0.202,0.198,0.0040000000000000036,0.328,0.327,0.0010000000000000009,0.261,0.26,0.0010000000000000009,"2.30","2.72","-0.424"
"Dunning, Dane","641540","2024","379","250",0.246,0.26,-0.014000000000000012,0.435,0.462,-0.027000000000000024,0.334,0.348,-0.013999999999999957,"5.00","5.10","-0.096"
"Jones, Jared","683003","2024","371","242",0.22,0.229,-0.009000000000000008,0.398,0.396,0.0020000000000000018,0.295,0.303,-0.008000000000000007,"3.56","3.75","-0.19"
"Cannon, Jonathan","686563","2024","366","280",0.267,0.269,-0.0020000000000000018,0.454,0.442,0.01200000000000001,0.333,0.332,0.0010000000000000009,"4.26","4.58","-0.322"
"Muñoz, Roddery","682610","2024","366","251",0.259,0.278,-0.019000000000000017,0.541,0.538,0.0030000000000000027,0.376,0.387,-0.01100000000000001,"5.97","6.56","-0.585"
"Vásquez, Randy","681190","2024","355","276",0.31,0.312,-0.0020000000000000018,0.485,0.498,-0.013000000000000012,0.365,0.371,-0.006000000000000005,"4.63","5.92","-1.291"
"Sandoval, Patrick","663776","2024","353","234",0.272,0.259,0.013000000000000012,0.401,0.395,0.006000000000000005,0.329,0.321,0.008000000000000007,"5.08","4.25","0.834"
"Ashcraft, Graham","668933","2024","350","260",0.282,0.281,0.0009999999999999454,0.434,0.445,-0.01100000000000001,0.342,0.348,-0.00599999999999995,"5.24","5.10","0.137"
"Mize, Casey","663554","2024","345","265",0.291,0.284,0.007000000000000006,0.416,0.428,-0.01200000000000001,0.325,0.328,-0.0030000000000000027,"4.23","4.46","-0.227"
"McKenzie, Triston","663474","2024","340","215",0.24,0.244,-0.0040000000000000036,0.479,0.49,-0.01100000000000001,0.359,0.363,-0.0040000000000000036,"5.12","5.62","-0.505"
"Criswell, Cooper","681867","2024","339","252",0.278,0.256,0.02200000000000002,0.431,0.395,0.035999999999999976,0.328,0.309,0.019000000000000017,"4.41","3.91","0.496"
"Pallante, Andre","669467","2024","336","243",0.244,0.242,0.0020000000000000018,0.35,0.349,0.0010000000000000009,0.298,0.298,0,"4.07","3.61","0.457"
"Peterson, David","656849","2024","335","230",0.243,0.272,-0.029000000000000026,0.363,0.429,-0.066,0.312,0.35,-0.03799999999999998,"3.00","5.16","-2.16"
"Alexander, Tyler","641302","2024","329","240",0.265,0.272,-0.007000000000000006,0.474,0.491,-0.017000000000000015,0.334,0.349,-0.014999999999999958,"5.17","5.13","0.035"
"Stripling, Ross","548389","2024","327","269",0.307,0.293,0.014000000000000012,0.454,0.443,0.01100000000000001,0.34,0.33,0.010000000000000009,"5.72","4.52","1.196"
"Fulmer, Carson","608334","2024","321","210",0.219,0.237,-0.017999999999999988,0.405,0.436,-0.030999999999999972,0.313,0.332,-0.019000000000000017,"4.24","4.58","-0.342"
