"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","maxeff_arm_2b_3b_sba","n_outs_above_average"
"McMahon, Ryan","641857","2022","27","529","597","130","84","23","3","20","158","60",26.5,10.1,".246",".414",".327","0.741",".326",".330",36.4,10.4,46.5,"102.094383676","95.689199432",28.2,45.2,,
"Zavala, Seby","664874","2022","28","178","205","48","32","14","0","2","64","19",31.2,9.3,".270",".382",".347","0.729",".323",".283",41.2,9.2,37,"98.11221069","93.374340172",37.6,53.5,"82.2",
"Marcano, Tucupita","672779","2022","22","160","177","33","23","6","2","2","44","10",24.9,5.6,".206",".306",".256","0.562",".249",".210",30.3,1.6,17.2,"94.100557069","91.080698696",20.6,46.1,,"-1"
"Schoop, Jonathan","570731","2022","30","481","510","97","62","23","1","11","107","19",21,3.7,".202",".322",".239","0.561",".245",".268",29.1,4.8,38.6,"99.967628556","93.993791257",28.2,55.5,,
"Hiura, Keston","669374","2022","25","234","266","53","30","8","1","14","111","23",41.7,8.6,".226",".449",".316","0.765",".334",".317",41.1,15.3,45.2,"103.00306629","95.913755285",40.1,49,,
"Ward, Taylor","621493","2022","28","495","564","139","92","22","2","23","120","60",21.3,10.6,".281",".473",".360","0.833",".362",".361",41.8,12.4,42.9,"100.184571947","94.439550026",22.2,41.4,,"1"
"Grichuk, Randal","545341","2022","30","506","538","131","88","21","3","19","127","24",23.6,4.5,".259",".425",".299","0.724",".315",".281",27.3,6.8,43.6,"101.601495926","95.066145714",24.7,50.6,,"-1"
"Olivares, Edward","658668","2022","26","161","174","46","34","8","0","4","36","10",20.7,5.7,".286",".410",".333","0.743",".326",".339",34.9,6.3,38.9,"99.966220794","94.23725184",24.9,51.2,,"-4"
"Vogt, Stephen","519390","2022","37","168","191","27","15","4","1","7","46","17",24.1,8.9,".161",".321",".241","0.562",".249",".282",38.9,7.9,27.8,"96.256857778","92.21418128",27.1,46.5,"72.3",
"Haggerty, Sam","664059","2022","28","176","201","45","30","9","1","5","53","18",26.4,9,".256",".403",".335","0.738",".320",".285",32.5,4,24.6,"96.38917","92.207266333",27.9,49.3,,"4"
"Sosa, Edmundo","624641","2022","26","176","190","40","23","11","4","2","50","5",26.3,2.6,".227",".369",".275","0.644",".282",".282",34.4,5.5,29.7,"97.432853438","92.759540157",31.4,57.1,,
"Lowrie, Jed","476704","2022","38","167","184","30","22","5","0","3","39","15",21.2,8.2,".180",".263",".245","0.508",".230",".247",26.9,3.1,30.8,"96.195900923","92.129717519",25.6,47.3,,
"Espinal, Santiago","669289","2022","27","449","491","120","88","25","0","7","68","36",13.8,7.3,".267",".370",".322","0.692",".305",".298",33.8,3.4,31.7,"96.814213298","92.407779843",15.5,46.1,,
"Maile, Luke","571912","2022","31","181","206","40","27","10","0","3","54","19",26.2,9.2,".221",".326",".301","0.627",".281",".263",33.8,5.4,25.4,"95.943675231","91.987641385",27.6,44.9,"83.4",
"Giménez, Andrés","665926","2022","23","491","557","146","100","26","3","17","112","34",20.1,6.1,".297",".466",".371","0.837",".364",".326",31.3,6.2,37.8,"99.022592","93.615976351",26.2,53.7,,
"Massey, Michael","686681","2022","24","173","194","42","28","9","1","4","46","9",23.7,4.6,".243",".376",".307","0.683",".302",".332",35.1,13,38.2,"99.036690645","93.797110403",27.8,54.5,,
"Turner, Justin","457759","2022","37","468","532","130","81","36","0","13","89","50",16.7,9.4,".278",".438",".350","0.788",".343",".339",40.6,8,40.6,"99.002545648","93.736858523",20.3,48.2,,
"Realmuto, J.T.","592663","2022","31","504","562","139","86","26","5","22","119","41",21.2,7.3,".276",".478",".342","0.820",".354",".351",35.6,11.3,47.2,"101.252893641","95.157569177",25.7,49,"87.6",
"Gonzalez, Marwin","503556","2022","33","184","207","34","21","7","0","6","54","14",26.1,6.8,".185",".321",".255","0.576",".257",".282",34.1,5.9,37.3,"98.901115758","93.629768931",23.1,50,,"2"
"Garver, Mitch","641598","2022","31","188","215","39","22","7","0","10","53","23",24.7,10.7,".207",".404",".298","0.702",".308",".319",37.2,8.8,38.7,"99.517286232","93.963293942",25.3,42.3,"81",
"Martinez, J.D.","502110","2022","34","533","596","146","86","43","1","16","145","52",24.3,8.7,".274",".448",".341","0.789",".343",".349",42,12.5,41.7,"100.92394699","94.707836352",30.1,51.9,,
"Varsho, Daulton","662139","2022","25","531","592","125","72","23","3","27","145","46",24.5,7.8,".235",".443",".302","0.745",".323",".298",33.6,10.2,35.6,"99.211725904","93.6867316",25.2,50.6,"78.9","18"
"McCutchen, Andrew","457705","2022","35","515","580","122","80","25","0","17","124","57",21.4,9.8,".237",".384",".316","0.700",".309",".325",36.2,8.6,40,"99.92693269","94.143160838",24.2,44.9,,"0"
"Marte, Ketel","606466","2022","28","492","558","118","62","42","2","12","101","55",18.1,9.9,".240",".407",".321","0.728",".317",".315",31.6,6.1,41.9,"101.202754619","94.845027056",20.7,46.1,,
"Castellanos, Nick","592206","2022","30","524","558","138","98","27","0","13","130","29",23.3,5.2,".263",".389",".305","0.694",".304",".302",36.9,6.6,35.1,"98.393032843","93.293370431",32.2,57,,"-10"
"Drury, Brandon","592273","2022","29","518","568","136","75","31","2","28","126","38",22.2,6.7,".263",".492",".320","0.812",".350",".316",34.8,10.4,42.2,"100.586892132","94.438998321",21.5,45.9,,
"Duran, Jarren","680776","2022","25","204","223","45","25","14","3","3","63","14",28.3,6.3,".221",".363",".283","0.646",".284",".282",27.5,7.7,38,"99.170221176","93.807350882",28.2,49.9,,"-2"
"LeMahieu, DJ","518934","2022","33","467","541","122","92","18","0","12","71","67",13.1,12.4,".261",".377",".357","0.734",".329",".344",32.8,5.3,41.1,"99.499628485","94.048075494",15.7,39.5,,
"Heineman, Tyler","623168","2022","31","157","174","34","26","8","0","0","17","8",9.8,4.6,".217",".268",".276","0.544",".248",".273",34,0,13.2,"92.651305672","90.496265038",15.3,55.3,"77.1",
"Herrera, Odúbel","546318","2022","30","185","197","44","29","9","1","5","42","11",21.3,5.6,".238",".378",".279","0.657",".287",".272",24.3,4.9,37.5,"99.933778143","94.012093741",24,52.6,,"2"
"Judge, Aaron","592450","2022","30","570","696","177","87","28","0","62","175","111",25.1,15.9,".311",".686",".425","1.111",".458",".463",39,26.5,61.8,"107.110072714","99.053359221",29.8,42.7,,"3"
"Kiermaier, Kevin","595281","2022","32","206","221","47","32","8","0","7","61","14",27.6,6.3,".228",".369",".281","0.650",".286",".305",33.8,6.9,38.6,"98.886186164","93.570432966",31.9,51.7,,"1"
"Adames, Willy","642715","2022","26","563","617","134","72","31","0","31","166","49",26.9,7.9,".238",".458",".298","0.756",".325",".323",36.4,13,43.6,"100.099002736","94.300793591",28.2,49.6,,
"Torres, Gleyber","650402","2022","25","526","572","135","82","28","1","24","129","39",22.6,6.8,".257",".451",".310","0.761",".328",".319",36.2,10.7,45.3,"100.5348042","94.660057845",27.1,49.6,,
"Villar, Jonathan","542340","2022","31","202","220","42","31","6","2","3","59","15",26.8,6.8,".208",".302",".260","0.562",".250",".247",24.7,2.7,40.4,"100.671592429","94.551199137",34.9,51,,
"Higgins, P.J.","664731","2022","29","201","229","46","28","11","1","6","58","22",25.3,9.6,".229",".383",".310","0.693",".306",".264",34.7,3.4,25.5,"95.709141571","91.886405683",27.3,43.1,"78.9",
"Jeffers, Ryan","680777","2022","25","212","236","44","26","10","1","7","62","23",26.3,9.7,".208",".363",".285","0.648",".287",".315",35.8,13.2,42.4,"101.152073919","94.809587415",22.6,46.2,"82.4",
"La Stella, Tommy","600303","2022","33","180","195","43","27","14","0","2","30","11",15.4,5.6,".239",".350",".282","0.632",".277",".267",37.3,2,32,"97.045650909","92.615035294",16.7,40.7,,
"Duran, Ezequiel","677649","2022","23","208","220","49","33","10","1","5","54","12",24.5,5.5,".236",".365",".277","0.642",".282",".256",24.7,4.5,31.8,"97.9242875","93.124773224",28.9,55.7,,
"Tellez, Rowdy","642133","2022","27","529","599","116","58","23","0","35","121","62",20.2,10.4,".219",".461",".306","0.767",".327",".349",31.4,12.9,46,"102.553838927","95.690567213",23.8,43.5,,
"Díaz, Yandy","650490","2022","30","473","558","140","98","33","0","9","60","78",10.8,14,".296",".423",".401","0.824",".366",".365",30.7,4.8,49,"103.107838195","96.208559878",14.3,41.3,,
"Arcia, Orlando","606115","2022","27","209","234","51","33","9","0","9","51","21",21.8,9,".244",".416",".316","0.732",".321",".329",30,7.5,42.5,"100.210780633","94.636873734",27.3,44.7,,
"Azocar, José","640492","2022","26","202","216","52","40","9","3","0","44","12",20.4,5.6,".257",".332",".298","0.630",".278",".272",31.3,2.5,30.6,"97.407050789","92.782399276",24.1,55.7,,"8"
"Smith, Will","669257","2022","27","508","578","132","79","26","3","24","96","56",16.6,9.7,".260",".465",".343","0.808",".349",".349",36.8,10.3,43,"99.764565096","94.188464255",19.3,42.6,"83.6",
"Kirk, Alejandro","672386","2022","23","470","541","134","101","19","0","14","58","63",10.7,11.6,".285",".415",".372","0.787",".347",".351",32,6.7,45.4,"101.053304663","94.989537614",15.4,41,"80.3",
"Alfaro, Jorge","595751","2022","29","256","274","63","42","14","0","7","98","11",35.8,4,".246",".383",".285","0.668",".291",".295",38.5,11.2,38.5,"102.020939625","95.196380755",38,62.6,"88.2",
"Haniger, Mitch","571745","2022","31","224","247","55","36","8","0","11","65","20",26.3,8.1,".246",".429",".308","0.737",".319",".326",31.1,11.8,47.2,"101.996690741","95.72188441",29.6,45.5,,"2"
"Kiner-Falefa, Isiah","643396","2022","27","483","531","126","102","20","0","4","72","35",13.6,6.6,".261",".327",".314","0.641",".285",".290",29.6,1.2,30.1,"96.614692718","92.355143236",11.2,44.7,,
"Fraley, Jake","641584","2022","27","216","247","56","35","9","0","12","54","26",21.9,10.5,".259",".468",".344","0.812",".352",".333",33.5,7.3,27.6,"96.829050864","92.417868519",24.1,45.9,,"-2"
"Reynolds, Matt","608703","2022","31","244","272","60","46","10","1","3","78","26",28.7,9.6,".246",".332",".320","0.652",".293",".272",36.5,3,42.4,"99.450327831","94.04816097",29.2,41.5,,"0"
"Hoskins, Rhys","656555","2022","29","589","672","145","80","33","2","30","169","72",25.1,10.7,".246",".462",".332","0.794",".345",".338",37.3,11.1,44.3,"100.842284953","94.804616643",25.7,41.9,,
"Hays, Austin","669720","2022","26","535","582","134","81","35","2","16","114","34",19.6,5.8,".250",".413",".306","0.719",".314",".298",32.3,5.2,37.7,"98.997922429","93.543165976",23.5,51,,"-6"
"Goldschmidt, Paul","502671","2022","34","561","651","178","102","41","0","35","141","79",21.7,12.1,".317",".578",".404","0.982",".419",".367",31.8,11.6,47.4,"102.244608246","95.440152299",26.8,41.7,,
"Kim, Ha-Seong","673490","2022","26","517","582","130","87","29","3","11","100","51",17.2,8.8,".251",".383",".325","0.708",".313",".309",34,4.2,32.4,"97.647567656","92.869312734",19.1,43.3,,
"Engel, Adam","641553","2022","30","245","260","55","39","13","1","2","76","11",29.2,4.2,".224",".310",".269","0.579",".256",".246",30.8,1.8,33.1,"98.589188571","93.376579521",33.6,47.4,,"3"
"Meneses, Joey","608841","2022","30","222","240","72","45","14","0","13","52","15",21.7,6.3,".324",".563",".367","0.930",".395",".332",39,9.9,47.1,"101.552249535","95.227615673",23.3,48.4,,"-2"
"Fortes, Nick","663743","2022","25","217","240","50","34","6","1","9","45","18",18.8,7.5,".230",".392",".304","0.696",".308",".317",30.2,7,37.8,"99.460571882","93.908283529",22.9,44.7,"80.7",
"García, Adolis","666969","2022","29","605","657","151","85","34","5","27","183","40",27.9,6.1,".250",".456",".300","0.756",".324",".322",36.9,12.9,47.4,"102.368780141","95.786867388",33.5,53.5,,"1"
"Soto, Juan","665742","2022","23","524","664","127","73","25","2","27","96","135",14.5,20.3,".242",".452",".401","0.853",".376",".401",28.5,12.4,47.4,"102.236934112","95.653888852",19.2,35.5,,"-16"
"Belt, Brandon","474832","2022","34","254","298","54","36","9","1","8","81","37",27.2,12.4,".213",".350",".326","0.676",".303",".326",38.5,12.6,38.5,"99.264489048","93.872087679",32.4,47.1,,
"Happ, Ian","664023","2022","27","573","641","155","94","42","2","17","149","58",23.2,9,".271",".440",".342","0.782",".339",".306",29.2,6.5,40.4,"100.312408396","94.405566288",27.2,49,,"2"
"Blackmon, Charlie","453568","2022","35","530","577","140","96","22","6","16","109","32",18.9,5.5,".264",".419",".314","0.733",".317",".301",36.7,4.4,30.6,"97.426435333","92.732128429",21.4,51.5,,"-5"
"Biggio, Cavan","624415","2022","27","257","303","52","27","18","1","6","85","38",28.1,12.5,".202",".350",".318","0.668",".302",".288",36.2,6.9,32.8,"97.288596395","92.82033538",25.9,40.3,,"1"
"Lowe, Brandon","664040","2022","27","235","266","52","32","10","2","8","61","27",22.9,10.2,".221",".383",".308","0.691",".306",".320",35.4,10.3,38.9,"99.918656897","94.284977069",33.5,53.3,,
"Rodgers, Brendan","663898","2022","25","527","581","140","94","30","3","13","101","46",17.4,7.9,".266",".408",".325","0.733",".321",".326",31.3,7.2,45.9,"101.127645047","94.882864603",22.7,49.4,,
"Myers, Wil","571976","2022","31","261","286","68","46","15","0","7","86","21",30.1,7.3,".261",".398",".315","0.713",".311",".288",37.6,7.3,37.6,"98.804888523","93.5431",31.2,45.3,,"2"
"Machín, Vimael","605353","2022","28","223","253","49","36","12","0","1","47","25",18.6,9.9,".220",".287",".300","0.587",".268",".301",36.3,3.9,39.1,"98.588009667","93.53259419",17.9,44.7,,
"Farmer, Kyle","571657","2022","31","526","583","134","94","25","1","14","99","33",17,5.7,".255",".386",".315","0.701",".309",".311",37.7,4.4,33.8,"97.050252093","92.534027326",19.2,50.3,,
"Gregorius, Didi","544369","2022","32","214","232","45","31","9","4","1","36","13",15.5,5.6,".210",".304",".263","0.567",".251",".275",33.3,2.8,22.8,"94.452718539","91.340268249",24,60.5,,
"Gorman, Nolan","669357","2022","22","283","313","64","37","13","0","14","103","28",32.9,8.9,".226",".420",".300","0.720",".316",".341",46.7,14.4,43.3,"100.703871333","94.563796111",34.5,51.1,,
"Soler, Jorge","624585","2022","30","270","306","56","30","13","0","13","90","31",29.4,10.1,".207",".400",".295","0.695",".305",".322",33.1,12.2,43.6,"103.631341","96.127923222",31.5,46,,"-2"
"Smith, Pavin","656976","2022","26","245","277","54","36","9","0","9","67","28",24.2,10.1,".220",".367",".300","0.667",".294",".304",28.7,9.9,35.9,"98.397917802","93.251592099",21.7,39.5,,"-1"
"Rosario, Eddie","592696","2022","30","250","270","53","35","12","1","5","68","17",25.2,6.3,".212",".328",".259","0.587",".258",".250",32.4,5.4,33,"97.161292527","92.836894341",31.9,53.5,,"-6"
"Andrus, Elvis","462101","2022","33","535","577","133","84","32","0","17","92","39",15.9,6.8,".249",".404",".303","0.707",".310",".293",29.1,4.5,34.8,"98.336003699","93.236647643",21.4,45.6,,
"Duvall, Adam","594807","2022","33","287","315","61","32","16","1","12","101","21",32.1,6.7,".213",".401",".276","0.677",".295",".293",36.2,12.8,41,"100.566076596","94.3357175",29.2,50.5,,"5"
"Gallo, Joey","608336","2022","28","350","410","56","27","8","2","19","163","56",39.8,13.7,".160",".357",".280","0.637",".286",".294",29.3,17.6,50.5,"103.219150538","95.983145645",40.6,47.4,,"-3"
"Devers, Rafael","646240","2022","25","555","614","164","94","42","1","27","114","50",18.6,8.1,".295",".521",".358","0.879",".373",".361",33.1,11.5,50.9,"103.784239231","96.704402472",28.1,54.6,,
"Slater, Austin","596103","2022","29","277","325","73","49","15","2","7","89","40",27.4,12.3,".264",".408",".366","0.774",".344",".351",43.2,10.5,39.5,"99.908713548","94.170847514",31.2,45.2,,"2"
"Lowe, Nathaniel","663993","2022","26","593","645","179","123","26","3","27","147","48",22.8,7.4,".302",".492",".358","0.850",".368",".344",34.1,9.9,44.8,"101.963916216","95.317229707",24.9,52.2,,
"Bogaerts, Xander","593428","2022","29","557","631","171","118","38","0","15","118","57",18.7,9,".307",".456",".377","0.833",".363",".323",30.3,6.5,39.5,"99.97943964","94.08380455",24.8,45.7,,
"Friedl Jr., TJ","670770","2022","26","225","258","54","31","10","5","8","40","20",15.5,7.8,".240",".436",".314","0.750",".323",".283",30.9,4.7,29.8,"97.321634111","92.6816085",19.9,43.5,,"-1"
"Machado, Manny","592518","2022","29","578","644","172","102","37","1","32","133","63",20.7,9.8,".298",".531",".366","0.897",".382",".338",36.7,9.8,49,"102.622706786","95.790495526",24.9,50.8,,
"Siri, Jose","642350","2022","26","301","325","64","42","13","2","7","108","20",33.2,6.2,".213",".339",".268","0.607",".268",".261",35.1,6.2,33,"99.295575789","93.653804368",35.9,51.7,,"15"
"Tucker, Kyle","663656","2022","25","544","609","140","81","28","1","30","95","59",15.6,9.7,".257",".478",".330","0.808",".348",".353",34.4,10.2,42.4,"100.332560357","94.468288036",19.9,52.7,,"5"
"Yepez, Juan","660766","2022","24","253","274","64","39","13","0","12","61","16",22.3,5.8,".253",".447",".296","0.743",".319",".286",33.2,9.2,33.7,"98.66909102","93.337373827",26.1,54.5,,"-8"
"Knizner, Andrew","668800","2022","27","260","293","56","42","10","0","4","62","26",21.2,8.9,".215",".300",".301","0.601",".275",".280",28.6,3.5,33.2,"97.694226667","92.856279899",22.7,48.8,"80.6",
"Bell, Josh","605137","2022","29","552","647","147","98","29","3","17","102","81",15.8,12.5,".266",".422",".362","0.784",".344",".349",30.7,7.2,40.8,"100.551357456","94.511584791",21.7,45.3,,
"Santander, Anthony","623993","2022","27","574","647","138","81","24","0","33","122","55",18.9,8.5,".240",".455",".318","0.773",".336",".352",33.5,11.6,43.3,"101.330998114","94.979132939",21.5,47.7,,"-5"
"Fletcher, David","664058","2022","28","216","228","55","43","9","1","2","16","7",7,3.1,".255",".333",".288","0.621",".275",".295",41.1,0,7.4,"91.09124866","89.628919691",12.2,48.4,,
"Albies, Ozzie","645277","2022","25","247","269","61","37","16","0","8","47","16",17.5,5.9,".247",".409",".294","0.703",".305",".294",34.8,5.4,26.5,"96.497792157","92.315202794",22.9,58.2,,
"Witt Jr., Bobby","677951","2022","22","591","632","150","93","31","6","20","135","30",21.4,4.7,".254",".428",".294","0.722",".311",".313",32.5,8.7,38.6,"100.836506783","94.527115512",25.2,51.8,,
"Swanson, Dansby","621020","2022","28","640","696","177","119","32","1","25","182","49",26.1,7,".277",".447",".329","0.776",".337",".337",37,10.8,46.3,"100.839209567","94.810341952",30.7,49.4,,
"Caratini, Victor","605170","2022","28","272","314","54","33","12","0","9","67","31",21.3,9.9,".199",".342",".300","0.642",".289",".309",30,6.3,43.5,"100.649286408","94.496842039",20.9,42.3,"79.8",
"Barnhart, Tucker","571466","2022","31","281","308","62","51","10","0","1","74","25",24,8.1,".221",".267",".287","0.554",".253",".244",30.3,1.9,26,"95.275826176","91.655968177",22.5,46.2,"79.3",
"Peterson, Jace","607054","2022","32","288","328","68","44","14","2","8","85","33",25.9,10.1,".236",".382",".316","0.698",".306",".300",33.7,7.2,36.1,"98.360158137","93.264631576",26.7,40.9,,"-1"
"Edman, Tommy","669242","2022","27","577","630","153","105","31","4","13","111","46",17.6,7.3,".265",".400",".324","0.724",".318",".308",31.6,6.2,37.8,"98.931648319","93.598664536",20.6,47,,
"Suwinski, Jack","669261","2022","23","326","372","66","36","11","0","19","114","41",30.6,11,".202",".411",".298","0.709",".311",".307",26.3,12.2,40.4,"100.221227453","94.334188302",30.5,43.2,,"1"
"Schwindel, Frank","643524","2022","30","271","292","62","43","11","0","8","58","19",19.9,6.5,".229",".358",".277","0.635",".278",".278",31.6,4.7,35.5,"98.512789626","93.354396573",26.5,54.7,,
"Betts, Mookie","605141","2022","29","572","639","154","76","40","3","35","104","55",16.3,8.6,".269",".533",".340","0.873",".373",".344",36.2,9.7,44.9,"99.954466043","94.497072751",16.5,44.2,,"4"
"Naquin, Tyler","571980","2022","31","310","334","71","37","19","4","11","93","19",27.8,5.7,".229",".423",".282","0.705",".303",".317",39.9,9.6,40.8,"100.892608302","94.925001896",30.5,58,,"-1"
"Solano, Donovan","456781","2022","34","278","304","79","59","16","0","4","61","19",20.1,6.3,".284",".385",".339","0.724",".319",".315",36.1,5.9,41.2,"98.956029815","93.601690602",20.9,49.5,,
"Dubón, Mauricio","643289","2022","27","243","265","52","38","9","0","5","30","13",11.3,4.9,".214",".313",".252","0.565",".248",".272",28.1,2.3,29.9,"96.436572294","92.243366359",15.2,55.6,,"0"
"McNeil, Jeff","643446","2022","30","533","589","174","125","39","1","9","61","40",10.4,6.8,".326",".454",".382","0.836",".365",".323",39,2.7,30.2,"96.275278692","92.172015654",15.9,53.8,,"1"
"Sánchez, Jesús","660821","2022","24","313","343","67","37","14","3","13","92","26",26.8,7.6,".214",".403",".280","0.683",".298",".295",25.7,9.9,40.5,"101.710457117","95.181364706",29.6,47.8,,"-2"
"Alonso, Pete","624413","2022","27","597","685","162","95","27","0","40","128","67",18.7,9.8,".271",".518",".352","0.870",".366",".353",34.5,12.3,44.8,"102.849215397","95.616516548",24.2,49.9,,
"Jiménez, Eloy","650391","2022","25","292","327","86","58","12","0","16","72","28",22,8.6,".295",".500",".358","0.858",".370",".365",31.7,14.7,54.9,"103.54562625","96.686543438",30.3,49.8,,"-2"
"Bader, Harrison","664056","2022","28","292","313","73","55","10","3","5","62","15",19.8,4.8,".250",".356",".294","0.650",".286",".267",28.4,3.4,26.3,"96.180596034","92.143730991",22.1,48,,"7"
"Votto, Joey","458015","2022","38","322","376","66","36","18","1","11","97","44",25.8,11.7,".205",".370",".319","0.689",".310",".322",32.9,11.1,41.3,"100.424827857","94.43276435",29.6,46.5,,
"Buxton, Byron","621439","2022","28","340","382","76","32","13","3","28","116","34",30.4,8.9,".224",".526",".306","0.832",".356",".358",34.2,16.4,50.2,"103.777473894","96.593327289",34.1,46.8,,"8"
"Mejía, Francisco","642336","2022","26","289","299","70","42","22","0","6","65","7",21.7,2.3,".242",".381",".264","0.645",".279",".262",39.1,2.7,28,"96.324122655","92.181366356",23.4,61.2,"86.9",
"Bregman, Alex","608324","2022","28","548","656","142","81","38","0","23","77","87",11.7,13.3,".259",".454",".366","0.820",".358",".350",36.2,7.3,37.8,"98.378645333","93.364139021",14.9,40.3,,
"Pasquantino, Vinnie","686469","2022","24","258","298","76","56","10","0","10","34","35",11.4,11.7,".295",".450",".383","0.833",".365",".374",34.1,8.8,46.9,"101.197336607","95.08140192",15.3,46,,
"Haase, Eric","606992","2022","29","323","351","82","50","17","1","14","97","24",27.6,6.8,".254",".443",".305","0.748",".322",".302",32.3,8.7,42.4,"100.507001491","94.311526476",32.8,51.4,"83.2",
"Bohm, Alec","664761","2022","25","586","631","164","124","24","3","13","110","31",17.4,4.9,".280",".398",".315","0.713",".310",".333",37.7,6.8,43,"100.649873374","94.552579815",21.1,51.2,,
"Hernandez, Yadiel","628450","2022","34","305","327","82","57","16","0","9","74","19",22.6,5.8,".269",".410",".312","0.722",".315",".313",35.6,8.6,42.1,"98.936412348","93.716495522",29.5,51.5,,"-5"
"Maldonado, Martín","455117","2022","35","344","379","64","37","12","0","15","116","22",30.6,5.8,".186",".352",".248","0.600",".264",".253",31.6,8.1,40.2,"98.987733509","93.59831443",32.2,49.9,"86",
"Gomes, Yan","543228","2022","34","277","293","65","45","12","0","8","47","8",16,2.7,".235",".365",".260","0.625",".271",".287",37.9,3.4,28.9,"96.735466466","92.387642035",19.4,54.2,"79.4",
"Arroyo, Christian","624414","2022","27","280","300","80","57","16","1","6","49","13",16.3,4.3,".286",".414",".322","0.736",".319",".330",34.9,6.4,42.1,"100.637264188","94.490642232",20.5,57.5,,"-4"
"Anderson, Brian","605119","2022","29","338","383","75","50","16","1","8","101","37",26.4,9.7,".222",".346",".311","0.657",".293",".309",31.1,9.7,42,"100.372461008","94.372032152",30.3,50.7,,"-3"
"Abrams, CJ","682928","2022","21","284","302","70","54","12","2","2","50","5",16.6,1.7,".246",".324",".280","0.604",".267",".266",28.6,2.1,30.7,"97.184953739","92.612726201",22.3,57,,
"O'Neill, Tyler","641933","2022","27","334","383","76","50","11","1","14","103","38",26.9,9.9,".228",".392",".308","0.700",".307",".328",36.6,11.3,43.3,"101.028153782","94.805530169",30.9,46.3,,"1"
"Bethancourt, Christian","542194","2022","30","318","333","80","52","17","0","11","80","12",24,3.6,".252",".409",".283","0.692",".301",".318",31.4,11.7,44.8,"101.959454237","95.365619619",34.7,62.5,"88.3",
"Seager, Corey","608369","2022","28","593","663","145","87","24","1","33","103","58",15.5,8.7,".245",".455",".317","0.772",".331",".372",38.4,10.5,45.5,"101.598305628","95.219542252",26.5,54.5,,
"González, Luis","670768","2022","26","311","350","78","55","17","2","4","75","30",21.4,8.6,".251",".357",".320","0.677",".299",".268",27,2.9,32,"97.698676404","92.886404298",22.7,47.2,,"-5"
"Laureano, Ramón","657656","2022","27","346","383","73","42","18","0","13","104","25",27.2,6.5,".211",".376",".287","0.663",".294",".307",28.9,11.6,38.4,"100.041538347","94.16358876",30.3,46.4,,"-5"
"De La Cruz, Bryan","650559","2022","25","329","355","83","50","20","0","13","90","19",25.4,5.4,".252",".432",".294","0.726",".313",".355",43.6,11.9,47.3,"101.407773607","95.226009918",28.7,49.2,,"-3"
"Newman, Kevin","621028","2022","28","288","309","79","57","18","2","2","48","16",15.5,5.2,".274",".372",".316","0.688",".303",".285",31.7,1.6,27.2,"96.298301429","92.167220464",15.6,48.1,,
"Taylor, Chris","621035","2022","31","402","454","89","51","25","3","10","160","44",35.2,9.7,".221",".373",".304","0.677",".298",".277",40.8,10.2,38,"98.711167025","93.447132946",39.9,49.9,,"1"
"Pinder, Chad","640461","2022","30","361","379","85","55","18","0","12","118","14",31.1,3.7,".235",".385",".263","0.648",".281",".280",33.3,6.5,40.7,"100.06829876","94.061727355",34.5,52.9,,"-4"
"Morel, Christopher","666624","2022","23","379","425","89","50","19","4","16","137","38",32.2,8.9,".235",".433",".308","0.741",".322",".321",30,13.4,40.3,"101.819951356","95.086096314",38.3,50.1,,"-4"
"Rivera, Emmanuel","656896","2022","26","330","359","77","46","16","3","12","83","23",23.1,6.4,".233",".409",".292","0.701",".306",".310",32.3,9.3,38.3,"99.960196371","94.242469274",25.8,50.1,,
"Lindor, Francisco","596019","2022","28","630","706","170","114","25","5","26","133","59",18.8,8.4,".270",".449",".339","0.788",".342",".331",29.2,8.3,41.3,"99.740565418","94.14308743",22.9,47.8,,
"Grandal, Yasmani","518735","2022","33","327","376","66","54","7","0","5","79","45",21,12,".202",".269",".301","0.570",".263",".290",30,4.8,40,"99.46926856","94.06261824",21.6,39.7,"76.5",
"Kelly, Carson","608348","2022","27","317","354","67","42","18","0","7","71","29",20.1,8.2,".211",".334",".282","0.616",".275",".288",33.2,5.2,36.8,"98.3885","93.265690161",21.1,43.6,"81.5",
"Ortega, Rafael","542364","2022","31","316","371","76","54","14","1","7","74","44",19.9,11.9,".241",".358",".331","0.689",".305",".307",37.6,4.8,33.7,"97.447746423","92.750083049",19.3,45.4,,"-1"
"Arraez, Luis","650333","2022","25","547","603","173","133","31","1","8","43","50",7.1,8.3,".316",".420",".375","0.795",".350",".333",38.7,3.6,30.2,"96.195004348","92.276757036",7.1,42.9,,
"Kwan, Steven","680757","2022","24","563","638","168","130","25","7","6","60","62",9.4,9.7,".298",".400",".373","0.773",".341",".312",34.6,1.4,20.8,"94.219058287","91.134248486",9,38.1,,"9"
"Díaz, Aledmys","649557","2022","31","305","327","74","49","13","0","12","53","18",16.2,5.5,".243",".403",".287","0.690",".301",".308",30.3,6.3,36.8,"99.127629206","93.589932143",22.7,52.4,,"-1"
